name	term	lev	seq	value
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_14477_t	2.2134726323501717
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_17905_t	-0.5087301527986909
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g10296.t1	0.19931671754161592
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g10727.t1	-0.45302766841066144
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g12329.t1	-0.21831953886369815
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g14859.t1	-0.31067315249595856
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g15698.t1	-0.9381970107968957
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g15779.t2	-0.4976009850600387
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g16071.t1	-0.11910499433077519
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g16250.t2	1.545057542638254
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g17031.t1	0.3129011960101031
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g17209.t1	0.6278131136185433
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g18259.t1	-0.12418822228726631
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g1836.t1	0.03807011811145185
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g18424.t1	0.1940549981954028
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g18475.t1	-0.21557987772962553
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g18658.t1	-0.5952310653085457
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g18747.t1	-0.33524272624278734
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g19449.t1	0.25833536454646944
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g19880.t1	-1.1192659251600288
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g20031.t1	0.3838742862842383
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g21572.t1	0.4583144584095948
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g22294.t2	-0.4255841690570555
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g22459.t3	0.6766800442015201
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g22694.t1	0.41287322967173756
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g22778.t1	-0.31084301000836323
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g22896.t1	-0.7308565091516596
"nucleoside-triphosphatase regulator activity"	GO:0030695;GO:0060589	2	Pocillopora_acuta_HIv1_PredGene_g2460.t1	0.06673704146186345
