name	term	lev	seq	value
"response to hypoxia"	GO:0001666;GO:0036293;GO:0070482;GO:0009628	3	Pocillopora_acuta_HIv1_PredGene_g12866.t2	0.4615105087934603
"response to hypoxia"	GO:0001666;GO:0036293;GO:0070482;GO:0009628	3	Pocillopora_acuta_HIv1_PredGene_g15557.t1	2.642862603907948
"response to hypoxia"	GO:0001666;GO:0036293;GO:0070482;GO:0009628	3	Pocillopora_acuta_HIv1_PredGene_g15664.t1	-1.0569692108589257
"response to hypoxia"	GO:0001666;GO:0036293;GO:0070482;GO:0009628	3	Pocillopora_acuta_HIv1_PredGene_g16842.t1	-0.5638157611839949
"response to hypoxia"	GO:0001666;GO:0036293;GO:0070482;GO:0009628	3	Pocillopora_acuta_HIv1_PredGene_g17613.t1	0.39023706187467316
"response to hypoxia"	GO:0001666;GO:0036293;GO:0070482;GO:0009628	3	Pocillopora_acuta_HIv1_PredGene_g17959.t1	0.4110154220634927
"response to hypoxia"	GO:0001666;GO:0036293;GO:0070482;GO:0009628	3	Pocillopora_acuta_HIv1_PredGene_g18035.t1	-1.8850839251863083
"response to hypoxia"	GO:0001666;GO:0036293;GO:0070482;GO:0009628	3	Pocillopora_acuta_HIv1_PredGene_g22051.t1	-0.1520378353579504
"response to hypoxia"	GO:0001666;GO:0036293;GO:0070482;GO:0009628	3	Pocillopora_acuta_HIv1_PredGene_g22610.t1	-0.18769065935920615
"response to hypoxia"	GO:0001666;GO:0036293;GO:0070482;GO:0009628	3	Pocillopora_acuta_HIv1_PredGene_g2592.t1	0.7084457475032963
"response to hypoxia"	GO:0001666;GO:0036293;GO:0070482;GO:0009628	3	Pocillopora_acuta_HIv1_PredGene_g27578.t1	-0.043014253108150276
"response to hypoxia"	GO:0001666;GO:0036293;GO:0070482;GO:0009628	3	Pocillopora_acuta_HIv1_PredGene_g27749.t1	-1.1144151985708992
"response to hypoxia"	GO:0001666;GO:0036293;GO:0070482;GO:0009628	3	Pocillopora_acuta_HIv1_PredGene_g285.t1	0.47943287804666046
